-1.000000E+4	3.769470E+0	3.197708E-2
-8.000000E+3	3.164434E+0	6.343571E-2
-6.000000E+3	2.724315E+0	7.634431E-2
-4.000000E+3	2.407224E+0	1.160460E-1
-2.000000E+3	1.844027E+0	4.359946E-2
0.000000E+0	1.358346E+0	6.832447E-2
2.000000E+3	1.212550E+0	6.857298E-2
4.000000E+3	9.950555E-1	5.782743E-2
6.000000E+3	1.060471E+0	5.513280E-2
8.000000E+3	1.053138E+0	1.056264E-1
1.000000E+4	1.500192E+0	3.490421E-2
1.200000E+4	1.522279E+0	7.942352E-2
1.400000E+4	2.084538E+0	6.981729E-2
1.600000E+4	2.424576E+0	3.221144E-2
1.800000E+4	2.888158E+0	1.169049E-1
2.000000E+4	3.394234E+0	1.957547E-2
2.200000E+4	4.019101E+0	1.522926E-1
2.400000E+4	4.464894E+0	5.357150E-2
2.600000E+4	5.017884E+0	8.821805E-2
2.800000E+4	5.467089E+0	1.160611E-1
3.000000E+4	5.861391E+0	4.720255E-2
3.200000E+4	6.156895E+0	6.007743E-2
3.400000E+4	6.214668E+0	1.162565E-1
3.600000E+4	6.321117E+0	4.101633E-2
3.800000E+4	6.188683E+0	5.567439E-2
4.000000E+4	6.236104E+0	1.192084E-1
4.200000E+4	5.708661E+0	6.094998E-2
4.400000E+4	5.372960E+0	1.471385E-1
4.600000E+4	4.952774E+0	4.155045E-2
4.800000E+4	4.370106E+0	7.751071E-2
5.000000E+4	3.762547E+0	2.717480E-2
5.200000E+4	3.150427E+0	1.181357E-1
5.400000E+4	2.752190E+0	2.564047E-2
5.600000E+4	2.246031E+0	3.408614E-2
5.800000E+4	1.663944E+0	2.700882E-2
6.000000E+4	1.290947E+0	4.023910E-2
6.200000E+4	9.192673E-1	3.838756E-2
6.400000E+4	1.101355E+0	7.832355E-2
6.600000E+4	9.370297E-1	9.066145E-2
6.800000E+4	1.026307E+0	4.307344E-2
7.000000E+4	1.259796E+0	6.097632E-2
