0.000000E+0	-5.000000E+4	1.393035E+0	3.928358E-3
0.000000E+0	-4.000000E+4	1.393027E+0	3.933146E-3
0.000000E+0	-3.000000E+4	1.393011E+0	3.959343E-3
0.000000E+0	-2.000000E+4	1.393080E+0	3.954589E-3
0.000000E+0	-1.000000E+4	1.393097E+0	3.937775E-3
0.000000E+0	0.000000E+0	1.393023E+0	3.933548E-3
0.000000E+0	1.000000E+4	1.393059E+0	3.925140E-3
0.000000E+0	2.000000E+4	1.393015E+0	3.958298E-3
0.000000E+0	3.000000E+4	1.393051E+0	3.924684E-3
0.000000E+0	4.000000E+4	1.393048E+0	3.998861E-3
0.000000E+0	5.000000E+4	1.393040E+0	3.957196E-3
