-1.000000E+4	1.498822E+0	8.326494E-2
-5.000000E+3	1.576819E+0	5.643001E-2
0.000000E+0	5.923388E-1	9.601018E-2
5.000000E+3	6.388935E-1	2.059500E-1
1.000000E+4	7.577586E-1	1.546370E-1
1.500000E+4	9.876034E-1	1.082260E-1
2.000000E+4	1.024122E+0	9.297877E-2
2.500000E+4	2.053882E+0	1.172962E-1
3.000000E+4	1.631254E+0	3.727989E-2
3.500000E+4	2.204351E+0	5.383601E-2
4.000000E+4	2.301011E+0	1.602364E-1
4.500000E+4	2.351643E+0	1.723809E-1
5.000000E+4	2.030704E+0	6.203843E-2
5.500000E+4	1.188508E+0	7.551818E-2
6.000000E+4	1.105869E+0	1.124858E-1
6.500000E+4	6.854228E-1	9.424099E-2
7.000000E+4	6.961428E-1	7.552718E-2
