2.829494E-1	1.524906E-1
2.835089E-1	1.255151E-1
2.836264E-1	1.410104E-1
2.837268E-1	1.426295E-1
2.838120E-1	1.475252E-1
2.838679E-1	1.430294E-1
2.839824E-1	1.397116E-1
2.840740E-1	1.454215E-1
2.841782E-1	1.341891E-1
2.842561E-1	1.333980E-1
2.843500E-1	1.345186E-1
2.844403E-1	1.381883E-1
2.845325E-1	1.325931E-1
2.846472E-1	1.284469E-1
2.847131E-1	1.253959E-1
2.847864E-1	1.275169E-1
2.848728E-1	1.283585E-1
2.850214E-1	1.296516E-1
2.850632E-1	1.349058E-1
2.851672E-1	1.321602E-1
2.852538E-1	1.270467E-1
2.853429E-1	1.283365E-1
2.854200E-1	1.238933E-1
2.855028E-1	1.256572E-1
2.856449E-1	1.283851E-1
2.856906E-1	1.282860E-1
2.857802E-1	1.255064E-1
2.858641E-1	1.230636E-1
2.859411E-1	1.211808E-1
2.860371E-1	1.223450E-1
2.861408E-1	1.231648E-1
2.862395E-1	1.169106E-1
2.863235E-1	1.194207E-1
2.864071E-1	1.166726E-1
2.864968E-1	1.158703E-1
2.865823E-1	1.121204E-1
2.866666E-1	1.146351E-1
2.867492E-1	1.183703E-1
2.868834E-1	1.146744E-1
2.869415E-1	1.132739E-1
2.869995E-1	1.112107E-1
2.871026E-1	1.166164E-1
2.871623E-1	1.129643E-1
2.872589E-1	1.117913E-1
2.873604E-1	1.096415E-1
2.874563E-1	1.091257E-1
2.875286E-1	1.774089E-1
2.875655E-1	2.332911E-1
2.876110E-1	2.418055E-1
2.876866E-1	2.431355E-1
2.877492E-1	2.433568E-1
2.878228E-1	2.433943E-1
2.878930E-1	2.434019E-1
2.879868E-1	2.431181E-1
2.880595E-1	1.487412E-1
2.881650E-1	4.451936E-2
2.882801E-1	1.455084E-2
2.883881E-1	5.083543E-3
2.884559E-1	2.024093E-3
2.885647E-1	7.636940E-4
2.886510E-1	2.490350E-4
2.887205E-1	9.769300E-5
2.887881E-1	-5.697000E-5
2.888975E-1	5.236400E-5
2.890369E-1	4.497500E-5
2.890725E-1	-9.837500E-5
2.891535E-1	-8.124900E-5
2.891963E-1	4.959310E-4
2.893142E-1	3.556260E-4
2.893977E-1	4.481480E-4
2.894798E-1	2.749020E-4
2.895542E-1	2.985640E-4
2.896959E-1	2.906900E-4
