2019_05_08_15_17_49	201.40	0.0	
2019_05_08_15_17_51	201.40284	0.0	391.468 mk
2019_05_08_15_17_51	201.4031	0.0	391.436 mk
2019_05_08_15_17_52	201.4031	0.0	391.453 mk
2019_05_08_15_17_53	201.4031	0.0	391.449 mk
2019_05_08_15_17_54	201.40349	0.0	391.436 mk
2019_05_08_15_17_55	201.40323	0.0	391.468 mk
2019_05_08_15_17_56	201.40323	0.0	391.453 mk
2019_05_08_15_17_57	201.40362	0.0	391.451 mk
2019_05_08_15_17_57	201.40362	0.0	391.417 mk
2019_05_08_15_17_58	201.40388	0.0	391.428 mk
2019_05_08_15_17_59	201.40349	0.0	391.472 mk
2019_05_08_15_18_00	201.40375	0.0	391.434 mk
2019_05_08_15_18_01	201.40388	0.0	391.449 mk
2019_05_08_15_18_02	201.40349	0.0	391.432 mk
2019_05_08_15_18_02	201.40375	0.0	391.401 mk
2019_05_08_15_18_03	201.40401	0.0	391.413 mk
2019_05_08_15_18_04	201.40388	0.0	391.436 mk
2019_05_08_15_18_05	201.40466	0.0	391.466 mk
2019_05_08_15_18_06	201.4044	0.0	391.453 mk
2019_05_08_15_18_07	201.40427	0.0	391.461 mk
2019_05_08_15_18_08	201.40414	0.0	391.451 mk
2019_05_08_15_18_08	201.41011	0.0	391.428 mk
2019_05_08_15_18_09	1995.1794	0.0	391.455 mk
2019_05_08_15_18_10	1995.1937	0	391.468 mk
2019_05_08_15_18_11	1995.2184	1	391.424 mk
2019_05_08_15_18_12	1995.2535	2	391.426 mk
2019_05_08_15_18_13	1995.2574	3	391.484 mk
2019_05_08_15_18_14	1995.2561	4	391.436 mk
2019_05_08_15_18_15	1995.2574	5	391.443 mk
2019_05_08_15_18_16	1995.2613	0.0	391.415 mk
2019_05_08_15_18_17	1995.2561	0.0	391.426 mk
2019_05_08_15_18_18	1995.2652	0.0	391.438 mk
2019_05_08_15_18_19	1995.2678	0.0	391.392 mk
2019_05_08_15_18_20	1995.2691	0.0	391.384 mk
2019_05_08_15_18_21	1995.2704	0.0	391.390 mk
2019_05_08_15_18_22	1995.2743	0.0	391.474 mk
2019_05_08_15_18_23	1995.2769	0.0	391.426 mk
2019_05_08_15_18_23	1995.2756	0.0	391.453 mk
2019_05_08_15_18_24	1995.2769	0.0	391.497 mk
2019_05_08_15_18_25	1995.2821	0.0	391.447 mk
2019_05_08_15_18_26	1995.2834	0.0	391.436 mk
2019_05_08_15_18_27	1995.286	0.0	391.455 mk
2019_05_08_15_18_28	1995.2886	0.0	391.466 mk
2019_05_08_15_18_29	1995.2847	0.0	391.497 mk
2019_05_08_15_18_30	1995.2886	0.0	391.453 mk
2019_05_08_15_18_31	1995.2912	0.0	391.472 mk
2019_05_08_15_18_31	1995.2808	0.0	391.403 mk
2019_05_08_15_18_32	1995.2821	0.0	391.455 mk
2019_05_08_15_18_33	1995.2821	0.0	391.453 mk
2019_05_08_15_18_34	1995.2821	0.0	391.501 mk
2019_05_08_15_18_35	1995.2769	0.0	391.512 mk
2019_05_08_15_18_36	1995.2756	0.0	391.443 mk
2019_05_08_15_18_37	1995.2743	0.0	391.440 mk
2019_05_08_15_18_38	1995.2717	0.0	391.434 mk
