2019_05_08_16_20_14	37037.98	0.0	
2019_05_08_16_20_15	37419.081	0	4424.819 mk
2019_05_08_16_20_16	37411.895	1	4434.144 mk
2019_05_08_16_20_17	37420.529	2	4429.059 mk
2019_05_08_16_20_18	37420.959	3	4429.616 mk
2019_05_08_16_20_19	37403.979	4	4426.876 mk
2019_05_08_16_20_20	37411.53	5	4424.743 mk
2019_05_08_16_20_21	37314.902	6	4423.163 mk
2019_05_08_16_20_22	37193.391	7	4425.184 mk
2019_05_08_16_20_22	37076.822	8	4425.410 mk
2019_05_08_16_20_23	36892.722	9	4426.785 mk
2019_05_08_16_20_24	36649.382	10	4426.183 mk
2019_05_08_16_20_26	36253.886	0.0	4429.706 mk
2019_05_08_16_20_26	36540.235	0.0	4427.592 mk
2019_05_08_16_20_27	36697.286	0.0	4421.675 mk
2019_05_08_16_20_28	36746.483	0.0	4420.043 mk
2019_05_08_16_20_28	36792.403	0.0	4424.142 mk
2019_05_08_16_20_29	36821.891	0.0	4429.884 mk
2019_05_08_16_20_30	36860.782	0.0	4433.051 mk
2019_05_08_16_20_30	36873.42	0.0	4431.012 mk
2019_05_08_16_20_31	36903.468	0.0	4426.960 mk
2019_05_08_16_20_32	36926.344	0.0	4419.797 mk
2019_05_08_16_20_32	36953.38	0.0	4424.414 mk
2019_05_08_16_20_33	36968.013	0.0	4433.744 mk
2019_05_08_16_20_34	37001.987	0.0	4432.619 mk
2019_05_08_16_20_34	37007.96	0.0	4425.468 mk
2019_05_08_16_20_35	37025.854	0.0	4419.760 mk
