2019_05_08_15_09_37	201.51247	0	391.476 mk
2019_05_08_15_09_39	201.51144	0	391.436 mk
2019_05_08_15_09_40	201.51092	0	391.491 mk
2019_05_08_15_09_40	201.51118	0	391.505 mk
2019_05_08_15_09_41	201.51118	0	391.476 mk
2019_05_08_15_09_42	201.51144	0	391.468 mk
2019_05_08_15_09_43	201.51105	0	391.463 mk
2019_05_08_15_09_44	201.51027	0	391.413 mk
2019_05_08_15_09_45	201.51027	0	391.545 mk
2019_05_08_15_09_46	201.50975	0	391.403 mk
2019_05_08_15_09_47	206.29178	0	391.424 mk
2019_05_08_15_09_47	1995.6394	0	391.491 mk
2019_05_08_15_09_48	1995.5563	0	391.478 mk
2019_05_08_15_09_49	1995.5575	1	391.472 mk
2019_05_08_15_09_50	1995.5887	2	391.426 mk
2019_05_08_15_09_51	1995.5874	3	391.499 mk
2019_05_08_15_09_52	1995.5796	4	391.432 mk
2019_05_08_15_09_53	1995.577	5	391.432 mk
2019_05_08_15_09_55	1995.5744	0.0	391.445 mk
2019_05_08_15_09_56	1995.5705	0.0	391.432 mk
2019_05_08_15_09_57	1995.5666	0.0	391.468 mk
2019_05_08_15_09_57	1995.5666	0.0	391.438 mk
2019_05_08_15_09_58	1995.5679	0.0	391.390 mk
2019_05_08_15_09_59	1995.5653	0.0	391.443 mk
2019_05_08_15_10_00	1995.564	0.0	391.434 mk
2019_05_08_15_10_01	1995.5614	0.0	391.426 mk
2019_05_08_15_10_02	1995.4081	0.0	391.432 mk
2019_05_08_15_10_03	201.5187	0.0	391.455 mk
2019_05_08_15_10_04	201.42957	0.0	391.405 mk
2019_05_08_15_10_05	201.42542	0.0	391.484 mk
2019_05_08_15_10_06	201.42282	0.0	391.445 mk
2019_05_08_15_10_07	201.41997	0.0	391.461 mk
2019_05_08_15_10_08	201.41789	0.0	391.430 mk
2019_05_08_15_10_09	201.41478	0.0	391.438 mk
2019_05_08_15_10_10	201.41128	0.0	391.417 mk
2019_05_08_15_10_11	201.40816	0.0	391.459 mk
2019_05_08_15_10_12	201.40505	0.0	391.449 mk
2019_05_08_15_10_13	201.40206	0.0	391.455 mk
2019_05_08_15_10_14	201.40012	0.0	391.487 mk
2019_05_08_15_10_15	201.39791	0.0	391.434 mk
2019_05_08_15_10_16	201.39298	0.0	391.424 mk
2019_05_08_15_10_17	201.38662	0.0	391.487 mk
2019_05_08_15_10_18	201.38208	0.0	391.451 mk
