2019_05_08_15_09_08	201.52	0.0	
2019_05_08_15_09_09	201.51689	0.0	391.461 mk
2019_05_08_15_09_10	201.51624	0.0	391.476 mk
2019_05_08_15_09_10	201.51637	0.0	391.447 mk
2019_05_08_15_09_11	201.51624	0.0	391.476 mk
2019_05_08_15_09_12	201.51611	0.0	391.501 mk
2019_05_08_15_09_12	201.51559	0.0	391.453 mk
2019_05_08_15_09_13	201.51572	0.0	391.470 mk
2019_05_08_15_09_14	201.51572	0.0	391.453 mk
2019_05_08_15_09_14	201.51585	0.0	391.451 mk
2019_05_08_15_09_15	201.51598	0	391.482 mk
2019_05_08_15_09_16	201.5152	1	391.438 mk
2019_05_08_15_09_17	201.51507	2	391.514 mk
2019_05_08_15_09_17	201.51507	3	391.451 mk
2019_05_08_15_09_18	201.51494	4	391.445 mk
2019_05_08_15_09_19	201.51494	5	391.445 mk
2019_05_08_15_09_20	201.51455	0.0	391.459 mk
2019_05_08_15_09_21	201.51455	0.0	391.428 mk
2019_05_08_15_09_22	201.51429	0.0	391.395 mk
2019_05_08_15_09_22	201.51416	0.0	391.436 mk
2019_05_08_15_09_23	201.51403	0.0	391.392 mk
2019_05_08_15_09_24	201.51416	0.0	391.424 mk
2019_05_08_15_09_25	201.51364	0.0	391.451 mk
2019_05_08_15_09_25	201.51338	0.0	391.432 mk
2019_05_08_15_09_26	201.51351	0.0	391.443 mk
2019_05_08_15_09_27	201.51377	0.0	391.449 mk
2019_05_08_15_09_28	201.51351	0.0	391.522 mk
2019_05_08_15_09_29	201.51325	0.0	391.464 mk
2019_05_08_15_09_29	201.51286	0.0	391.487 mk
2019_05_08_15_09_30	201.51299	0.0	391.413 mk
2019_05_08_15_09_31	201.51247	0.0	391.476 mk
