2019_05_08_16_34_21	31466.948	0	3885.304 mk
2019_05_08_16_34_22	35238.62	0	3854.891 mk
2019_05_08_16_34_23	35292.861	0	3853.667 mk
2019_05_08_16_34_24	35346.294	0	3854.541 mk
2019_05_08_16_34_24	35423.737	0	3856.511 mk
2019_05_08_16_34_25	35494.802	0	3839.441 mk
2019_05_08_16_34_26	35549.813	0	3839.135 mk
2019_05_08_16_34_26	35620.409	0	3846.070 mk
2019_05_08_16_34_27	35735.326	0	3843.351 mk
2019_05_08_16_34_28	35768.7	0	3841.798 mk
2019_05_08_16_34_28	35832.123	0	3842.586 mk
2019_05_08_16_34_29	35898.911	0	3839.319 mk
2019_05_08_16_34_30	35956.869	0	3837.844 mk
2019_05_08_16_34_30	36025.17	0	3844.894 mk
2019_05_08_16_34_31	36091.331	0	3839.897 mk
2019_05_08_16_34_32	36172.465	0	3830.499 mk
2019_05_08_16_34_32	36197.427	0	3837.389 mk
2019_05_08_16_34_33	36278.757	0	3844.773 mk
2019_05_08_16_34_34	36340.537	0	3834.313 mk
2019_05_08_16_34_34	36408.824	0	3829.202 mk
2019_05_08_16_34_35	36462.205	0	3831.319 mk
2019_05_08_16_34_36	36521.35	0	3828.717 mk
2019_05_08_16_34_36	36582.204	0	3830.880 mk
2019_05_08_16_34_37	36664.889	0	3837.022 mk
2019_05_08_16_34_38	36710.187	0	3820.798 mk
2019_05_08_16_34_38	36744.148	0	3819.922 mk
2019_05_08_16_34_39	36821.617	0	3827.614 mk
2019_05_08_16_34_40	36880.045	0	3825.532 mk
2019_05_08_16_34_40	36925.901	0	3832.068 mk
2019_05_08_16_34_41	36990.315	0	3829.245 mk
2019_05_08_16_34_42	37047.06	0	3821.281 mk
2019_05_08_16_34_42	37104.445	0	3824.540 mk
2019_05_08_16_34_43	37160.029	0	3818.500 mk
2019_05_08_16_34_44	37234.981	0	3814.986 mk
2019_05_08_16_34_44	37266.178	0	3813.297 mk
2019_05_08_16_34_45	37330.083	0	3812.694 mk
2019_05_08_16_34_46	37387.781	0	3817.916 mk
2019_05_08_16_34_46	37442.413	0	3812.778 mk
2019_05_08_16_34_47	37496.211	0	3805.823 mk
2019_05_08_16_34_48	37568.711	0	3808.479 mk
2019_05_08_16_34_49	37618.297	0	3805.817 mk
2019_05_08_16_34_49	37673.829	0	3811.443 mk
2019_05_08_16_34_50	37726.662	0	3801.193 mk
2019_05_08_16_34_51	37781.193	0	3807.293 mk
2019_05_08_16_34_51	37822.341	0	3814.064 mk
2019_05_08_16_34_52	37892.245	0	3807.689 mk
2019_05_08_16_34_53	37945.561	0	3798.757 mk
2019_05_08_16_34_53	37985.847	0	3805.176 mk
2019_05_08_16_34_54	38061.96	0	3799.166 mk
2019_05_08_16_34_55	38108.989	0	3795.321 mk
2019_05_08_16_34_55	38161.848	0	3803.941 mk
2019_05_08_16_34_56	38248.486	0	3796.617 mk
2019_05_08_16_34_57	38271.518	0	3796.708 mk
2019_05_08_16_34_57	38328.42	0	3792.605 mk
2019_05_08_16_34_58	38380.731	0	3791.607 mk
2019_05_08_16_34_59	38435.181	0	3780.850 mk
2019_05_08_16_34_59	38484.884	0	3788.671 mk
2019_05_08_16_35_00	38540.273	0	3789.066 mk
2019_05_08_16_35_01	38601.022	0	3787.182 mk
2019_05_08_16_35_01	38655.159	0	3783.678 mk
2019_05_08_16_35_02	38720.708	0	3779.249 mk
2019_05_08_16_35_03	38762.821	0	3784.594 mk
2019_05_08_16_35_03	38842.577	0	3783.865 mk
2019_05_08_16_35_04	38872.978	0	3787.573 mk
2019_05_08_16_35_05	38923.437	0	3782.901 mk
2019_05_08_16_35_05	38982.347	0	3782.293 mk
2019_05_08_16_35_06	39035.624	0	3786.569 mk
2019_05_08_16_35_07	39083.501	0	3780.434 mk
2019_05_08_16_35_07	39135.394	0	3782.336 mk
2019_05_08_16_35_08	39199.156	0	3777.753 mk
2019_05_08_16_35_09	39320.785	0	3784.790 mk
2019_05_08_16_35_09	39312.36	0	3778.537 mk
2019_05_08_16_35_10	39367.163	0	3781.968 mk
2019_05_08_16_35_11	39450.605	0	3777.731 mk
2019_05_08_16_35_12	39480.406	0	3773.133 mk
2019_05_08_16_35_12	39534.464	0	3776.211 mk
2019_05_08_16_35_13	39589.11	0	3772.868 mk
2019_05_08_16_35_24	40554.034	0	3755.646 mk
2019_05_08_16_35_25	40618.682	0	3760.075 mk
2019_05_08_16_35_25	40658.304	0	3756.561 mk
2019_05_08_16_35_26	40727.217	0	3749.421 mk
2019_05_08_16_35_27	40761.192	0	3751.358 mk
2019_05_08_16_35_30	41038.792	0	3745.808 mk
2019_05_08_16_35_30	41128.925	0	3748.252 mk
2019_05_08_16_35_31	41146.075	0	3751.738 mk
2019_05_08_16_35_32	41200.395	0	3747.932 mk
2019_05_08_16_35_32	41240.316	0	3746.842 mk
2019_05_08_16_35_34	41374.622	0	3743.007 mk
2019_05_08_16_35_34	41424.129	0	3745.390 mk
2019_05_08_16_35_35	41459.525	0	3744.218 mk
2019_05_08_16_35_36	41538.298	0	3739.682 mk
2019_05_08_16_35_36	41602.556	0	3743.386 mk
2019_05_08_16_35_37	41653.824	0	3738.296 mk
2019_05_08_16_35_38	41714.638	0	3741.653 mk
2019_05_08_16_35_39	41774.618	0	3737.982 mk
2019_05_08_16_35_39	41831.689	0	3746.483 mk
2019_05_08_16_35_40	41889.974	0	3735.284 mk
2019_05_08_16_35_41	41947.664	0	3739.064 mk
2019_05_08_16_35_41	42006.822	0	3738.397 mk
2019_05_08_16_35_42	42070.989	0	3735.783 mk
2019_05_08_16_35_43	42117.953	0	3733.055 mk
2019_05_08_16_35_43	42179.589	0	3738.758 mk
2019_05_08_16_35_44	42236.843	0	3728.600 mk
2019_05_08_16_35_45	42313.764	0	3730.006 mk
2019_05_08_16_35_45	42356.268	0	3736.740 mk
2019_05_08_16_35_46	42416.287	0	3732.471 mk
2019_05_08_16_35_47	42465.325	0	3724.202 mk
2019_05_08_16_35_48	42528.669	0	3732.872 mk
2019_05_08_16_35_48	42590.658	0	3727.856 mk
2019_05_08_16_35_49	42648.994	0	3730.900 mk
2019_05_08_16_35_50	42706.47	0	3720.790 mk
2019_05_08_16_35_50	42782.27	0	3726.191 mk
2019_05_08_16_35_51	42849.736	0	3725.354 mk
2019_05_08_16_35_52	42882.158	0	3726.280 mk
2019_05_08_16_36_49	48492.077	0	3638.225 mk
2019_05_08_16_36_49	48537.345	0	3641.817 mk
2019_05_08_16_36_50	48585.457	0	3641.112 mk
2019_05_08_16_36_51	48682.828	0	3627.658 mk
2019_05_08_16_36_51	48747.698	0	3638.452 mk
2019_05_08_16_36_52	48800.74	0	3643.041 mk
2019_05_08_16_36_53	48868.271	0	3633.670 mk
2019_05_08_16_36_53	48939.584	0	3634.838 mk
2019_05_08_16_36_54	48990.239	0	3629.843 mk
2019_05_08_16_36_55	49076.746	0	3635.152 mk
2019_05_08_16_36_56	49241.935	0	3633.444 mk
2019_05_08_16_36_57	49270.654	0	3627.339 mk
2019_05_08_16_36_57	49325.825	0	3635.576 mk
2019_05_08_16_36_58	49447.741	0	3626.490 mk
2019_05_08_16_36_59	49483.893	0	3631.950 mk
2019_05_08_16_36_59	49546.351	0	3630.626 mk
2019_05_08_16_37_00	49614.717	0	3628.553 mk
2019_05_08_16_37_01	49681.466	0	3628.040 mk
2019_05_08_16_37_02	49749.505	0	3620.496 mk
2019_05_08_16_37_02	49827.6	0	3622.958 mk
2019_05_08_16_37_03	49904.0	0	3616.805 mk
