2019_05_08_16_10_09	37846.96	0.0	
2019_05_08_16_10_11	38922.55	0.0	4460.624 mk
2019_05_08_16_10_12	38953.577	0.0	4465.371 mk
2019_05_08_16_10_13	38980.795	0.0	4462.698 mk
2019_05_08_16_10_13	39010.166	0.0	4456.460 mk
2019_05_08_16_10_14	39035.767	0.0	4462.198 mk
2019_05_08_16_10_15	39061.251	0.0	4457.123 mk
2019_05_08_16_10_16	39103.872	0.0	4456.967 mk
2019_05_08_16_10_17	39109.937	0.0	4472.790 mk
2019_05_08_16_10_18	39133.438	0.0	4460.855 mk
2019_05_08_16_10_19	39160.187	0.0	4465.509 mk
2019_05_08_16_10_20	39166.617	0.0	4462.168 mk
2019_05_08_16_10_20	39203.134	0.0	4462.326 mk
2019_05_08_16_10_21	39229.414	0.0	4455.693 mk
2019_05_08_16_10_22	39245.69	0.0	4469.089 mk
2019_05_08_16_10_23	39268.787	0.0	4465.069 mk
2019_05_08_16_10_24	39297.036	0.0	4463.981 mk
2019_05_08_16_10_25	39301.744	0.0	4461.187 mk
2019_05_08_16_10_26	39329.406	0.0	4460.669 mk
2019_05_08_16_10_27	39348.278	0.0	4454.649 mk
2019_05_08_16_10_28	39402.95	0.0	4463.305 mk
2019_05_08_16_10_28	39406.523	0.0	4452.259 mk
2019_05_08_16_10_29	39407.593	0.0	4455.720 mk
2019_05_08_16_10_30	39426.438	0.0	4460.920 mk
2019_05_08_16_10_31	39429.268	0.0	4462.699 mk
2019_05_08_16_10_32	39449.874	0.0	4458.841 mk
2019_05_08_16_10_33	39483.757	0	4455.470 mk
2019_05_08_16_10_34	39500.986	1	4461.541 mk
2019_05_08_16_10_35	39513.48	2	4454.969 mk
2019_05_08_16_10_35	39509.633	3	4456.366 mk
2019_05_08_16_10_36	39476.076	4	4464.954 mk
2019_05_08_16_10_37	39435.307	5	4462.709 mk
2019_05_08_16_10_39	39293.124	0.0	4461.523 mk
2019_05_08_16_10_39	39428.342	0.0	4460.552 mk
2019_05_08_16_10_40	39474.041	0.0	4465.528 mk
2019_05_08_16_10_41	39489.587	0.0	4466.336 mk
2019_05_08_16_10_41	39515.306	0.0	4463.673 mk
2019_05_08_16_10_42	39530.995	0.0	4459.043 mk
2019_05_08_16_10_43	39539.525	0.0	4456.619 mk
2019_05_08_16_10_43	39560.653	0.0	4453.532 mk
2019_05_08_16_10_44	39575.129	0.0	4456.205 mk
2019_05_08_16_10_45	39588.002	0.0	4462.400 mk
2019_05_08_16_10_45	39601.578	0.0	4464.004 mk
2019_05_08_16_10_46	39599.857	0.0	4460.591 mk
2019_05_08_16_10_47	39634.027	0.0	4464.014 mk
2019_05_08_16_10_47	39641.943	0.0	4458.188 mk
2019_05_08_16_10_48	39641.773	0.0	4462.193 mk
